TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
com.d365lab.eatery.restaurantcustomerorchestrator.services.impl.RestaurantOrderServiceImpl,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,124,0.3,2,82,895,157695,1583743875658,0.9712643678160919,111111111111111111111111111111111111110000111111111111111111111111111111111111111111111111111111111111111111110111111111111111111111111111111111111111111111111111111111111111,0.9318181818181818,11111111111111111111111111100111101111111111,0.9230769230769231,111111111111111111111111111111111011001,1,1,33,2,0.9523809523809523,111111111111111111111111111111111011111111111111111111111111100111111111111110011111111111111111111111111,0.8704453441295547,1011111111111111111111001011101100100101111111111111111111110110110110111111111111111111111011011111111111111111110100101101101111111111111111111110110110110111111111111111111111111111111110101111111111111111111111010111111111111111111110101111111,1.0,1111111111111111111111111111111,1.0,1111111111111111111111111111111,0.9318181818181818,11111111111111111111111111011011011111111111
